school,student,normexam,cons,standlrt,girl,schgend,avslrt,schav,vrband,boys_sch,girls_sch,interaction,intgirls_sch,intboys_sch
1.0,37.0,0.4781937301158905,1.0,-0.12480387836694717,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,38.0,0.13406679034233093,1.0,0.12315050512552261,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,39.0,2.31360125541687,1.0,0.6190592646598816,boy,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.0,0.0,0.0
1.0,40.0,-0.19761060178279877,1.0,0.28845342993736267,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,41.0,0.4781937301158905,1.0,-0.29010680317878723,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,42.0,0.821988046169281,1.0,0.7843621969223022,boy,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.0,0.0,0.0
1.0,43.0,1.0396080017089844,1.0,-0.29010680317878723,girl,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,-0.29010680317878723,0.0,0.0
1.0,44.0,-0.5551124811172485,1.0,-1.0339698791503906,girl,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,-1.0339698791503906,0.0,0.0
1.0,45.0,-1.3353148698806763,1.0,-0.9513183832168579,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,46.0,-0.5551124811172485,1.0,-2.356393337249756,boy,mixedsch,0.16617454588413239,mid,vb3,0.0,0.0,0.0,0.0,0.0
1.0,47.0,1.506184697151184,1.0,0.7843621969223022,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.7843621969223022,0.0,0.0
1.0,48.0,-0.9393776655197144,1.0,-0.37275826930999756,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,49.0,2.31360125541687,1.0,0.7843621969223022,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.7843621969223022,0.0,0.0
1.0,50.0,-0.06208816543221474,1.0,-0.7033640742301941,girl,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,-0.7033640742301941,0.0,0.0
1.0,51.0,-0.19761060178279877,1.0,0.040499038994312286,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,52.0,-0.19761060178279877,1.0,-0.29010680317878723,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,53.0,2.0397088527679443,1.0,1.6108767986297607,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,1.6108767986297607,0.0,0.0
1.0,54.0,1.661805510520935,1.0,0.3711048662662506,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.3711048662662506,0.0,0.0
1.0,55.0,1.4395315647125244,1.0,1.6108767986297607,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,1.6108767986297607,0.0,0.0
1.0,56.0,0.328072190284729,1.0,0.3711048662662506,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.3711048662662506,0.0,0.0
1.0,57.0,0.07353636622428894,1.0,-0.042152419686317444,girl,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,-0.042152419686317444,0.0,0.0
1.0,58.0,0.9675859808921814,1.0,-0.29010680317878723,girl,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,-0.29010680317878723,0.0,0.0
1.0,59.0,-1.029066801071167,1.0,-0.6207126379013062,girl,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,-0.6207126379013062,0.0,0.0
1.0,60.0,1.7348991632461548,1.0,1.6108767986297607,boy,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.0,0.0,0.0
1.0,61.0,2.408691883087158,1.0,1.1976194381713867,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,1.1976194381713867,0.0,0.0
1.0,62.0,-1.5266530513763428,1.0,-0.6207126379013062,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,63.0,1.4395315647125244,1.0,0.8670135736465454,boy,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.0,0.0,0.0
1.0,64.0,1.506184697151184,1.0,0.5364077687263489,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.5364077687263489,0.0,0.0
1.0,65.0,1.8138266801834106,1.0,0.45375630259513855,boy,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.0,0.0,0.0
1.0,66.0,0.7472277283668518,1.0,1.2802709341049194,girl,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,1.2802709341049194,0.0,0.0
1.0,67.0,-1.029066801071167,1.0,-1.2819242477416992,boy,mixedsch,0.16617454588413239,mid,vb3,0.0,0.0,0.0,0.0,0.0
1.0,68.0,-0.12908467650413513,1.0,-0.12480387836694717,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,69.0,1.5792195796966553,1.0,0.20580196380615234,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
1.0,70.0,1.3101423978805542,1.0,1.693528175354004,boy,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.0,0.0,0.0
1.0,71.0,-1.1186243295669556,1.0,-0.8686670064926147,girl,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,-0.8686670064926147,0.0,0.0
1.0,72.0,0.8965656757354736,1.0,0.8670135736465454,boy,mixedsch,0.16617454588413239,mid,vb1,0.0,0.0,0.0,0.0,0.0
1.0,73.0,0.2613244652748108,1.0,0.3711048662662506,boy,mixedsch,0.16617454588413239,mid,vb2,0.0,0.0,0.0,0.0,0.0
3.0,1.0,-0.19761060178279877,1.0,-0.042152419686317444,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,-0.042152419686317444,0.0,0.0
3.0,2.0,2.9246671199798584,1.0,1.3629224300384521,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.3629224300384521,0.0,0.0
3.0,3.0,-0.6995050311088562,1.0,1.3629224300384521,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.3629224300384521,0.0,0.0
3.0,4.0,2.408691883087158,1.0,1.4455738067626953,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,5.0,0.8965656757354736,1.0,-0.12480387836694717,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,6.0,0.13406679034233093,1.0,-0.5380612015724182,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,7.0,-0.6995050311088562,1.0,0.7017107009887695,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,8.0,0.004321751184761524,1.0,-0.042152419686317444,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,9.0,-0.06208816543221474,1.0,-1.8604844808578491,boy,mixedsch,0.514155387878418,high,vb3,0.0,0.0,0.0,0.0,0.0
3.0,10.0,1.175849437713623,1.0,0.12315050512552261,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.12315050512552261,0.0,0.0
3.0,11.0,1.9771069288253784,1.0,2.4373912811279297,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,12.0,-0.26515936851501465,1.0,1.2802709341049194,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.2802709341049194,0.0,0.0
3.0,13.0,0.678758978843689,1.0,-0.6207126379013062,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,-0.6207126379013062,0.0,0.0
3.0,14.0,0.2613244652748108,1.0,1.1976194381713867,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.1976194381713867,0.0,0.0
3.0,15.0,0.9675859808921814,1.0,0.20580196380615234,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.20580196380615234,0.0,0.0
3.0,16.0,1.506184697151184,1.0,-0.2074553370475769,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,-0.2074553370475769,0.0,0.0
3.0,17.0,1.3747409582138062,1.0,0.3711048662662506,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,18.0,0.2613244652748108,1.0,-0.2074553370475769,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,19.0,1.8138266801834106,1.0,1.1976194381713867,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,20.0,0.13406679034233093,1.0,0.3711048662662506,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.3711048662662506,0.0,0.0
3.0,21.0,-1.1186243295669556,1.0,-1.1166213750839233,boy,mixedsch,0.514155387878418,high,vb3,0.0,0.0,0.0,0.0,0.0
3.0,22.0,0.4026685655117035,1.0,0.28845342993736267,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.28845342993736267,0.0,0.0
3.0,23.0,1.5792195796966553,1.0,0.7017107009887695,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.7017107009887695,0.0,0.0
3.0,24.0,0.7472277283668518,1.0,0.6190592646598816,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,25.0,0.4026685655117035,1.0,0.28845342993736267,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.28845342993736267,0.0,0.0
3.0,26.0,1.8138266801834106,1.0,1.2802709341049194,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.2802709341049194,0.0,0.0
3.0,27.0,2.0397088527679443,1.0,2.4373912811279297,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,28.0,2.2031209468841553,1.0,1.8588311672210693,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,29.0,0.821988046169281,1.0,1.0323165655136108,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.0323165655136108,0.0,0.0
3.0,30.0,2.0397088527679443,1.0,0.9496650099754333,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.9496650099754333,0.0,0.0
3.0,31.0,1.9771069288253784,1.0,2.4373912811279297,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,32.0,1.4395315647125244,1.0,0.7017107009887695,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,33.0,1.5792195796966553,1.0,0.9496650099754333,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.9496650099754333,0.0,0.0
3.0,34.0,1.2405332326889038,1.0,1.0323165655136108,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,35.0,1.3747409582138062,1.0,0.3711048662662506,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.3711048662662506,0.0,0.0
3.0,36.0,0.8965656757354736,1.0,1.1976194381713867,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.1976194381713867,0.0,0.0
3.0,37.0,0.821988046169281,1.0,-0.6207126379013062,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,38.0,2.1029746532440186,1.0,0.9496650099754333,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.9496650099754333,0.0,0.0
3.0,39.0,-0.33884158730506897,1.0,-0.9513183832168579,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,40.0,1.0396080017089844,1.0,0.040499038994312286,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,41.0,1.4395315647125244,1.0,0.040499038994312286,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,42.0,0.13406679034233093,1.0,0.6190592646598816,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,43.0,1.1094379425048828,1.0,0.20580196380615234,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,44.0,1.506184697151184,1.0,0.9496650099754333,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.9496650099754333,0.0,0.0
3.0,45.0,-0.9393776655197144,1.0,-0.29010680317878723,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,46.0,-0.26515936851501465,1.0,-0.8686670064926147,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,47.0,0.6107285618782043,1.0,1.2802709341049194,girl,mixedsch,0.514155387878418,high,vb1,0.0,0.0,1.2802709341049194,0.0,0.0
3.0,48.0,0.7472277283668518,1.0,0.5364077687263489,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,49.0,-0.4927808344364166,1.0,0.28845342993736267,girl,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.28845342993736267,0.0,0.0
3.0,50.0,-0.19761060178279877,1.0,0.6190592646598816,boy,mixedsch,0.514155387878418,high,vb1,0.0,0.0,0.0,0.0,0.0
3.0,51.0,0.9675859808921814,1.0,0.5364077687263489,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
3.0,52.0,2.2031209468841553,1.0,-0.042152419686317444,boy,mixedsch,0.514155387878418,high,vb2,0.0,0.0,0.0,0.0,0.0
4.0,1.0,0.678758978843689,1.0,0.3711048662662506,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.3711048662662506,0.0,0.0
4.0,2.0,0.4781937301158905,1.0,-0.2074553370475769,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.2613244652748108,1.0,1.8588311672210693,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,4.0,0.1941491812467575,1.0,0.12315050512552261,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.12315050512552261,0.0,0.0
4.0,5.0,-1.7238824367523193,1.0,-1.2819242477416992,boy,mixedsch,0.09176386892795563,mid,vb3,0.0,0.0,0.0,0.0,0.0
4.0,6.0,-0.4198014438152313,1.0,-0.5380612015724182,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,7.0,0.4026685655117035,1.0,-0.37275826930999756,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,-0.37275826930999756,0.0,0.0
4.0,8.0,-0.19761060178279877,1.0,-0.4554097056388855,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,9.0,0.07353636622428894,1.0,0.8670135736465454,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.8670135736465454,0.0,0.0
4.0,10.0,-1.5266530513763428,1.0,-0.8686670064926147,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,11.0,-0.26515936851501465,1.0,-0.29010680317878723,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,-0.29010680317878723,0.0,0.0
4.0,12.0,-0.8526700735092163,1.0,-1.0339698791503906,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,13.0,0.328072190284729,1.0,1.9414825439453125,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,14.0,-0.8526700735092163,1.0,-0.7033640742301941,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,15.0,0.4026685655117035,1.0,-0.042152419686317444,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,16.0,-0.6995050311088562,1.0,-0.2074553370475769,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,17.0,0.678758978843689,1.0,-0.4554097056388855,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,-0.4554097056388855,0.0,0.0
4.0,18.0,2.5323522090911865,1.0,0.8670135736465454,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.8670135736465454,0.0,0.0
4.0,19.0,1.5792195796966553,1.0,0.3711048662662506,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,20.0,-1.6237297058105469,1.0,-2.356393337249756,boy,mixedsch,0.09176386892795563,mid,vb3,0.0,0.0,0.0,0.0,0.0
4.0,21.0,-0.33884158730506897,1.0,0.28845342993736267,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,22.0,-0.4198014438152313,1.0,-0.12480387836694717,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,-0.12480387836694717,0.0,0.0
4.0,23.0,-0.6230506896972656,1.0,0.20580196380615234,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,24.0,1.3101423978805542,1.0,0.6190592646598816,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.6190592646598816,0.0,0.0
4.0,25.0,0.678758978843689,1.0,0.9496650099754333,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.9496650099754333,0.0,0.0
4.0,26.0,-0.26515936851501465,1.0,-0.8686670064926147,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,27.0,-2.2917308807373047,1.0,-0.8686670064926147,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,-0.8686670064926147,0.0,0.0
4.0,28.0,-0.6995050311088562,1.0,-1.199272871017456,boy,mixedsch,0.09176386892795563,mid,vb3,0.0,0.0,0.0,0.0,0.0
4.0,29.0,-1.438662052154541,1.0,-1.777833104133606,girl,mixedsch,0.09176386892795563,mid,vb3,0.0,0.0,-1.777833104133606,0.0,0.0
4.0,30.0,-0.12908467650413513,1.0,0.6190592646598816,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,31.0,0.1941491812467575,1.0,-0.042152419686317444,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,32.0,0.5443409085273743,1.0,0.5364077687263489,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,33.0,0.678758978843689,1.0,-0.7033640742301941,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,34.0,-0.06208816543221474,1.0,0.9496650099754333,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,35.0,1.1094379425048828,1.0,0.3711048662662506,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,36.0,-0.6995050311088562,1.0,0.7843621969223022,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,37.0,-0.8526700735092163,1.0,0.3711048662662506,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.3711048662662506,0.0,0.0
4.0,38.0,-1.3353148698806763,1.0,-1.8604844808578491,boy,mixedsch,0.09176386892795563,mid,vb3,0.0,0.0,0.0,0.0,0.0
4.0,39.0,-2.2917308807373047,1.0,-1.8604844808578491,boy,mixedsch,0.09176386892795563,mid,vb3,0.0,0.0,0.0,0.0,0.0
4.0,40.0,0.1941491812467575,1.0,-0.5380612015724182,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,-0.5380612015724182,0.0,0.0
4.0,41.0,1.4395315647125244,1.0,0.6190592646598816,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.6190592646598816,0.0,0.0
4.0,42.0,0.13406679034233093,1.0,0.040499038994312286,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.040499038994312286,0.0,0.0
4.0,43.0,-0.5551124811172485,1.0,0.040499038994312286,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.040499038994312286,0.0,0.0
4.0,44.0,-0.5551124811172485,1.0,-0.9513183832168579,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,45.0,0.8965656757354736,1.0,0.12315050512552261,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.12315050512552261,0.0,0.0
4.0,46.0,-0.5551124811172485,1.0,-0.2074553370475769,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,47.0,2.0397088527679443,1.0,1.7761796712875366,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,1.7761796712875366,0.0,0.0
4.0,48.0,0.821988046169281,1.0,0.040499038994312286,boy,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.0,0.0,0.0
4.0,49.0,1.5792195796966553,1.0,-0.5380612015724182,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,-0.5380612015724182,0.0,0.0
4.0,50.0,1.0396080017089844,1.0,0.040499038994312286,girl,mixedsch,0.09176386892795563,mid,vb2,0.0,0.0,0.040499038994312286,0.0,0.0
4.0,51.0,2.1029746532440186,1.0,2.2720885276794434,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,2.2720885276794434,0.0,0.0
4.0,52.0,0.5443409085273743,1.0,1.1976194381713867,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,53.0,1.9771069288253784,1.0,2.3547399044036865,boy,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,0.0,0.0,0.0
4.0,54.0,0.678758978843689,1.0,1.528225302696228,girl,mixedsch,0.09176386892795563,mid,vb1,0.0,0.0,1.528225302696228,0.0,0.0
